"id","age","sex","x1","x2","y"
1490,59.7,"M",0.138,"A",1
1492,38.9,"M",0.889,"C",0
1500,48.4,"F",-0.627,"A",0
1508,41.3,"M",-0.112,"C",0
1511,47.6,"M",0.444,"B",0
1515,47,"F",1.295,"A",0
1520,46.6,"F",-1.231,"B",1
1521,51.1,"F",0.607,"C",0
1522,47.2,"M",-0.39,"A",0
1525,49.9,"F",0.542,"C",1
1528,36.4,"M",0.98,"A",1
1529,48,"M",-0.619,"B",0
1530,56.3,"F",0.325,"C",0
1532,54.3,"F",-1.985,"A",0
1534,46.9,"F",-0.317,"C",1
1539,52.2,"F",1.156,"C",1
1540,57.3,"F",0.66,"B",1
1545,51.6,"M",-0.592,"C",1
1546,65.8,"F",0.95,"B",1
1550,48.9,"F",0.037,"B",0
1554,59.5,"F",-0.847,"C",1
1555,59.1,"M",0.138,"A",1
1557,54.2,"M",-0.472,"B",1
1558,38.9,"M",-0.157,"C",1
1559,39.5,"F",-1.443,"C",0
1562,59.9,"M",1.114,"B",0
1563,50.4,"F",-0.281,"B",0
1564,55.4,"F",-1.091,"C",1
1565,44.8,"F",0.239,"A",1
1566,38.5,"M",-0.053,"B",0
1570,50.7,"M",-0.327,"C",0
1571,63.3,"M",0.648,"A",1
1572,43,"M",1.627,"A",1
1575,34.2,"F",0.98,"B",1
1576,58.2,"F",-1.179,"A",0
1577,51.9,"M",1.167,"A",1
1579,49.6,"F",0.708,"C",1
1581,41.8,"M",0.899,"C",0
1582,58.5,"F",1.214,"C",0
1590,56.7,"F",0.045,"C",0
1591,28.6,"F",-0.246,"A",1
1594,38.6,"M",-0.218,"C",0
1597,46.7,"M",-1.808,"B",0
1599,27.5,"F",0.507,"B",1
1600,58.4,"M",0.482,"B",1
1601,47.1,"M",0.917,"C",0
1605,32.9,"F",-1.277,"A",0
1610,59.1,"M",0.877,"B",1
1615,44.7,"F",-0.463,"B",1
1616,34,"M",0.413,"B",0
1617,49.9,"F",1.183,"A",1
1618,59,"M",-0.672,"A",0
1622,82.9,"M",0.034,"C",0
1623,57.4,"M",-0.85,"A",0
1626,49.6,"M",-0.869,"B",0
1628,66.8,"F",2.522,"B",0
1629,46.9,"M",-0.752,"B",0
1630,58.5,"F",-0.167,"C",1
1631,29.1,"F",1.403,"B",1
1632,44.9,"M",-1.114,"A",0
1633,37.1,"F",2.38,"A",1
1634,61.1,"M",-0.667,"C",1
1636,46.1,"M",-0.039,"C",0
1637,63.7,"M",1.075,"A",0
1639,41,"M",0.483,"A",0
1640,54.3,"M",0.62,"C",0
1642,45.2,"M",0.141,"B",0
1643,66.2,"F",-2.36,"C",0
1647,31.2,"F",-0.058,"B",0
1648,38.2,"M",0.039,"B",0
1652,48.2,"M",-0.481,"A",1
1653,64.1,"M",-0.342,"A",0
1654,56.4,"M",0.57,"A",0
1659,58.9,"M",-1.279,"A",0
1666,45.5,"F",-0.535,"A",1
1667,60.4,"F",1.13,"A",1
1668,60.3,"M",1.032,"B",1
1670,66,"M",0.313,"A",1
1671,44.8,"F",-1.16,"C",0
1672,60.1,"F",1.467,"B",1
1674,43.3,"M",1.067,"B",0
1676,63.8,"M",-0.108,"B",0
1677,58.8,"F",0.75,"A",1
1678,44.9,"F",-1.103,"A",1
1679,45.3,"F",-1.433,"A",0
1680,63.8,"M",-0.631,"A",0
1682,58.3,"F",-0.414,"C",1
1683,46.6,"F",-0.465,"C",1
1684,62.6,"M",0.921,"B",0
1685,41.9,"M",-0.502,"B",0
1689,36.6,"M",-0.826,"C",1
1690,51.4,"F",-0.426,"A",1
1691,58.8,"F",-1.162,"C",0
1692,32.5,"M",0.447,"A",0
1694,67.6,"F",0.283,"A",0
1696,55.1,"M",-1.64,"B",0
1697,44.7,"F",-0.752,"B",0
1698,47,"M",0.525,"A",1
1700,50.1,"F",0.327,"B",0
1701,48.1,"F",1.746,"B",1
1702,45.3,"F",1.675,"A",1
1704,68.7,"M",-0.417,"B",1
1708,63.8,"M",0.351,"C",0
1711,39.3,"M",-0.728,"C",0
1713,38.7,"M",0.113,"C",0
1718,40.1,"M",-0.494,"A",0
1720,50.9,"M",-1.07,"C",0
1721,52.6,"M",-0.434,"B",0
1723,46.2,"F",-0.729,"C",0
1727,35.8,"F",2.21,"A",0
1729,39.2,"F",0.467,"B",0
1730,51.1,"F",1.582,"B",1
1732,34.8,"F",-0.389,"B",1
1735,40.1,"F",-0.173,"C",1
1737,58.2,"M",-0.968,"C",0
1738,47.4,"M",0.421,"A",0
1739,47.8,"M",-0.139,"B",1
1740,53.1,"M",2.17,"A",1
1741,49.4,"F",-2.843,"A",0
1742,44.4,"F",0.645,"A",0
1744,68.8,"M",-0.286,"B",0
1745,58.7,"M",-1.089,"B",1
1746,40.9,"M",0.578,"C",0
1748,46.4,"M",0.489,"C",0
1749,63.3,"F",-0.912,"B",0
1750,52.9,"M",1.614,"C",1
1753,48.7,"M",-0.049,"A",0
1754,38.8,"F",-0.216,"C",0
1755,54.6,"M",0.081,"C",1
1758,51.9,"F",0.646,"B",1
1759,43.4,"F",0.079,"A",0
1761,39.3,"M",-1.222,"B",1
1762,33.5,"F",1.085,"B",0
1763,49.6,"F",0.212,"C",0
1765,73.7,"F",-0.456,"A",1
1767,51.7,"M",-0.546,"A",1
1769,60.5,"M",1.091,"B",0
1771,42.6,"M",-0.062,"A",1
1772,49.3,"F",-0.756,"B",0
1774,54.8,"F",-1.552,"B",0
1775,29.6,"F",-0.159,"C",0
1776,64.2,"F",0.603,"B",0
1777,55.4,"M",-1.162,"C",0
1780,48.5,"F",1.621,"A",0
1783,52.8,"M",-0.942,"B",0
1784,40.7,"F",1.485,"B",1
1786,61.1,"F",-0.837,"A",0
1787,55.1,"F",-0.804,"A",1
1795,51.6,"M",-3.043,"C",0
1798,47.9,"F",-0.405,"A",0
1799,54.5,"M",0.476,"A",0
1801,37.1,"M",-0.633,"B",1
1802,43.5,"M",0.109,"A",1
1803,49.4,"M",-1.563,"B",0
1805,65.9,"M",-0.036,"A",1
1809,50.5,"F",-1.485,"A",1
1810,36,"M",-1.477,"B",0
1812,44.6,"F",1.549,"A",0
1813,53.3,"F",0.107,"A",1
1817,46.3,"M",0.633,"B",0
1818,60.9,"F",0.707,"C",1
1819,52.1,"F",1.371,"C",1
1820,54.3,"M",-0.778,"A",1
1824,41.4,"F",-0.333,"C",1
1825,53.1,"F",0.651,"C",1
1826,58.7,"F",-0.548,"B",0
1828,66.9,"F",1.012,"C",1
1830,61.2,"M",0.222,"B",1
1832,46.7,"M",-0.345,"B",1
1834,39,"F",-0.706,"B",1
1835,49.6,"F",0.171,"C",1
1836,58.3,"F",0.01,"A",1
1837,31.2,"F",-0.029,"A",0
1838,63.8,"M",-1.276,"B",0
1839,64,"M",-0.163,"B",0
1840,38.6,"F",-0.814,"C",1
1841,54.7,"M",-0.36,"B",0
1842,39.7,"F",1.024,"C",1
1845,58.7,"M",0.103,"B",0
1849,53.4,"M",0.155,"C",0
1853,72.7,"M",0.474,"A",1
1855,57.6,"M",-0.461,"C",1
1857,64.7,"M",-0.846,"A",1
1859,52,"F",1.181,"C",1
1860,32,"F",0.143,"C",0
1861,60.8,"F",1.565,"C",0
1864,48,"M",0.495,"C",0
1865,48.7,"F",-0.748,"A",1
1866,60.6,"M",0.001,"B",1
1867,38.3,"M",-0.102,"C",1
1868,44.4,"M",-0.144,"C",1
1869,64.9,"M",-0.331,"A",1
1871,61.6,"M",1.51,"A",0
1872,66.6,"F",-0.889,"A",1
1876,60.6,"M",-0.895,"A",1
1877,74.1,"M",1.41,"A",0
1879,52.7,"F",0.127,"B",1
1880,56.5,"M",0.169,"C",0
1890,42.4,"M",-0.801,"B",1
1891,37.1,"M",0.805,"B",0
1892,63.1,"M",1.451,"A",1
1895,57.6,"F",-0.069,"A",1
1896,41.4,"F",1.628,"B",1
1901,65.4,"F",0.837,"A",0
1902,45.4,"F",-0.98,"A",0
1903,49.7,"M",0.344,"A",1
1905,46.7,"M",0.141,"A",0
1906,24,"M",-1.852,"C",0
1909,40,"F",-0.704,"B",0
1910,64.2,"F",-1.184,"B",0
1913,60.3,"M",1.247,"A",0
1915,51.4,"M",0.275,"B",0
1916,62.2,"F",1.716,"A",0
1917,52.1,"F",1.612,"A",1
1918,41.5,"F",0.903,"C",0
1920,56.9,"M",1.433,"A",0
1922,61,"F",-0.243,"A",1
1923,34.3,"M",0.238,"C",1
1924,50.2,"M",0.063,"A",0
1925,48.1,"M",-0.494,"C",1
1927,51.9,"M",-0.482,"B",1
1929,57,"M",-0.254,"C",1
1931,48,"F",0.154,"B",1
1932,61.8,"F",-0.097,"B",0
1933,56.8,"F",-0.296,"A",1
1934,37.2,"M",0.464,"B",1
1935,56.4,"F",-1.825,"A",0
1939,27.5,"M",2.232,"C",1
1940,32.2,"M",-0.64,"A",0
1942,41.9,"M",0.326,"B",0
1945,54.3,"F",-1.047,"A",1
1947,43.5,"M",-0.338,"A",1
1948,47,"M",-2.379,"C",0
1950,78.2,"M",-1.103,"B",0
1951,51.3,"F",0.922,"A",1
1952,54.7,"F",-2.451,"B",1
1953,46.6,"M",-0.131,"C",1
1954,47.6,"M",-1.053,"A",1
1955,63.8,"F",1.127,"B",1
1956,46.6,"M",-0.728,"A",1
1959,45.7,"M",0.13,"B",1
1960,69.6,"F",1.462,"A",1
1961,35.7,"F",-0.682,"C",1
1962,70.1,"F",1.819,"A",1
1963,46.5,"F",0.986,"A",1
1964,63.6,"F",1.285,"B",1
1965,30,"M",-2.246,"C",0
1966,59.6,"F",-0.169,"B",1
1969,42.3,"F",1.223,"B",1
1970,51.9,"M",-0.618,"B",0
1972,42.3,"F",-1.622,"B",0
1973,47.8,"F",0.791,"C",1
1974,65.7,"M",1.462,"C",0
1975,38.7,"M",-1.7,"C",0
1978,38.9,"M",1.349,"A",0
1979,43.3,"F",0.372,"C",1
1980,57.8,"F",0.242,"A",1
1982,64.3,"M",0.339,"B",1
1984,32.9,"M",2.043,"C",0
1985,60.5,"M",-0.449,"A",1
1986,43.9,"F",-3.137,"B",0
1987,51.2,"M",0.5,"C",1
1989,47.5,"F",0.823,"B",1
1991,39,"F",-0.259,"A",1
1992,59.3,"M",0.39,"A",0
1993,52.5,"M",-0.197,"C",0
1994,42.6,"M",-1.947,"B",0
1996,50.8,"M",-0.85,"A",0
1998,52.8,"F",-0.127,"C",1
1999,55.4,"F",1.276,"A",1
